institution,betweenness_centrality
IRCCS Materno Infantile Burlo Garofolo,2.0204110330243573e-05
Universität Innsbruck,2.0204110330243573e-05
QIMR Berghofer Medical Research Institute,2.0204110330243573e-05
University of Exeter,2.0204110330243573e-05
Glenfield Hospital,2.0204110330243573e-05
University Hospital Heidelberg,2.0204110330243573e-05
Steno Diabetes Center,2.0204110330243573e-05
Innsbruck Medical University,2.0204110330243573e-05
University of Sassari,2.0204110330243573e-05
Mental Health Services,2.0204110330243573e-05
UC San Diego Health System,1.8427246002760028e-05
KPR Institute of Engineering and Technology,1.8083773928373915e-05
Xiamen University Malaysia,1.8083773928373915e-05
Dalhousie University,1.8083773928373915e-05
SRM Institute of Science and Technology,1.8083773928373915e-05
Wenzhou University,1.8083773928373915e-05
University of Nottingham Malaysia Campus,1.8083773928373915e-05
Hydro-Québec,1.8083773928373915e-05
National Institute of Mental Health and Neurosciences,1.3456678995358985e-05
Wellcome Trust,1.3456678995358985e-05
Freie Universität Berlin,1.3456678995358985e-05
Penn Center for AIDS Research,1.3456678995358985e-05
Cuban Neuroscience Center,1.3456678995358985e-05
VA San Diego Healthcare System,1.3456678995358985e-05
Universidade Federal de São Paulo,1.3456678995358985e-05
Douglas Mental Health University Institute,1.3456678995358985e-05
MRC Cognition and Brain Sciences Unit,1.3456678995358985e-05
Great Ormond Street Hospital,1.3456678995358985e-05
Physiopathologie et imagerie des troubles neurologiques,1.3456678995358985e-05
Lifespan,1.3456678995358985e-05
Max Planck Institute for Human Cognitive and Brain Sciences,1.3456678995358985e-05
Center for Translational Research in Neuroimaging and Data Science,1.3456678995358985e-05
Cambridgeshire and Peterborough NHS Foundation Trust,1.3456678995358985e-05
Shanghai Center for Brain Science and Brain-Inspired Technology,1.3456678995358985e-05
Cyceron,1.3456678995358985e-05
Université de Caen Normandie,1.3456678995358985e-05
MRC Centre for Reproductive Health,1.3456678995358985e-05
Seoul National University,1.3456678995358985e-05
Montreal Neurological Institute and Hospital,1.3456678995358985e-05
Wellcome/MRC Institute of Metabolic Science,1.3456678995358985e-05
Prostate Cancer Research,1.3456678995358985e-05
MIND Research Institute,1.3456678995358985e-05
Institut des Maladies Neurodégénératives,1.3456678995358985e-05
Shanghai Institute for Science of Science,1.3456678995358985e-05
Singapore Institute for Clinical Sciences,1.3456678995358985e-05
GLA University,1.3043938514300477e-05
University of Talca,1.3043938514300477e-05
UK Astronomy Technology Centre,1.2613981647053128e-05
Universidade Estadual Paulista (Unesp),1.2613981647053128e-05
Institute for Physics,1.2613981647053128e-05
Perimeter Institute,1.2613981647053128e-05
Universidade Estadual de Campinas (UNICAMP),1.2613981647053128e-05
SLAC National Accelerator Laboratory,1.2613981647053128e-05
Universidad de La Laguna,1.2613981647053128e-05
Lowell Observatory,1.2613981647053128e-05
University of Oslo,1.2613981647053128e-05
Institute of Space Sciences,1.2613981647053128e-05
Jet Propulsion Laboratory,1.2613981647053128e-05
University of Hawaii System,1.2613981647053128e-05
Australian National University,1.2613981647053128e-05
Université Paris Sciences et Lettres,1.2613981647053128e-05
National Observatory,1.2613981647053128e-05
Australian Astronomical Observatory,1.2613981647053128e-05
École Normale Supérieure - PSL,1.2613981647053128e-05
Valongo Observatory,1.2613981647053128e-05
Institute of Astrophysics and Space Sciences,1.2613981647053128e-05
Institut d'Estudis Espacials de Catalunya,1.2613981647053128e-05
Kavli Institute for Particle Astrophysics and Cosmology,1.2613981647053128e-05
Center for Astrophysics Harvard & Smithsonian,1.2613981647053128e-05
Cerro Tololo Inter-American Observatory,1.2613981647053128e-05
Instituto de Astrofísica de Canarias,1.2613981647053128e-05
National Center for Supercomputing Applications,1.2613981647053128e-05
Macquarie University,1.2613981647053128e-05
Institute for Fundamental Physics of the Universe,1.2613981647053128e-05
Laboratório Interinstitucional de e-Astronomia,1.2613981647053128e-05
"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",1.2613981647053128e-05
Trieste Astronomical Observatory,1.2613981647053128e-05
Technical University of Munich,1.2108102481057467e-05
Geisinger Health System,1.2108102481057467e-05
VA Maryland Health Care System,1.2108102481057467e-05
Iwate Medical University,1.2108102481057467e-05
"University of Maryland, Baltimore",1.2108102481057467e-05
Oslo University Hospital,1.2108102481057467e-05
Los Angeles County Department of Public Health,1.2108102481057467e-05
Tokyo Medical University,1.2108102481057467e-05
German Center for Neurodegenerative Diseases,1.2108102481057467e-05
East Carolina University,1.2108102481057467e-05
Korea University Medical Center,1.2108102481057467e-05
Helsinki University Hospital,1.2108102481057467e-05
German Centre for Cardiovascular Research,1.2108102481057467e-05
Icelandic Heart Association,1.2108102481057467e-05
Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol,1.2108102481057467e-05
University Medical Center Utrecht,1.2108102481057467e-05
Data Tecnica International (United States),1.2108102481057467e-05
University of Cincinnati Medical Center,1.2108102481057467e-05
Rajendra Institute of Medical Sciences,1.2108102481057467e-05
Thrombolysis in Myocardial Infarction Study Group,1.2108102481057467e-05
Thrombosis and Atherosclerosis Research Institute,1.2108102481057467e-05
Universidade da Região de Joinville,1.2108102481057467e-05
Bordeaux Population Health,1.2108102481057467e-05
British Heart Foundation,1.2108102481057467e-05
Centre Hospitalier Universitaire de Lille,1.2108102481057467e-05
Tohoku Medical Megabank Organization,1.2108102481057467e-05
Universidad de Zaragoza,1.180693956100925e-05
York University,1.180693956100925e-05
National Institute of Technology Tiruchirappalli,1.180693956100925e-05
University of Sheffield,1.180693956100925e-05
Bournemouth University,1.180693956100925e-05
"University of Nevada, Las Vegas",1.180693956100925e-05
Adam Smith Institute,1.180693956100925e-05
Grand Valley State University,1.180693956100925e-05
Grady Memorial Hospital,1.180693956100925e-05
Mayo Clinic in Florida,1.1757707614576214e-05
Sri Venkateshwaraa Medical College Hospital and Research Centre,1.1757707614576214e-05
Humanity & Health,1.1757707614576214e-05
Kyorin University,1.1757707614576214e-05
Ulsan College,1.1757707614576214e-05
Russian Cancer Research Center NN Blokhin,1.1757707614576214e-05
Russian Railways,1.1757707614576214e-05
University of Ulsan,1.1757707614576214e-05
Asan Medical Center,1.1757707614576214e-05
Clinica Universidad de Navarra,1.1757707614576214e-05
Humanitas University,1.1757707614576214e-05
Montpellier Business School,1.124540044545094e-05
Fundação Getulio Vargas,1.124540044545094e-05
University of Limerick,1.124540044545094e-05
Indian Institute of Management Shillong,1.124540044545094e-05
"Laboratoire en Innovation, Technologies, Economie et Management",1.124540044545094e-05
Al-Ahliyya Amman University,1.124540044545094e-05
International University of Rabat,1.124540044545094e-05
IPAG Business School,1.124540044545094e-05
University of North Carolina at Greensboro,1.124540044545094e-05
Korea University,1.124540044545094e-05
École Supérieure de Commerce de Toulouse,1.124540044545094e-05
Nanchang Institute of Technology,1.124540044545094e-05
Liverpool College,1.124540044545094e-05
Escola de Administração de Empresas de São Paulo,1.124540044545094e-05
Central University of Kashmir,1.0992759406909143e-05
SVS Medical College,1.0992759406909143e-05
Qatar Airways (Qatar),1.0992759406909143e-05
DR. B.R.A. Institute Rotary Cancer Hospital,1.0992759406909143e-05
Islamic University of Science and Technology,1.0992759406909143e-05
University of Nebraska Medical Center,1.0992759406909143e-05
National University of General San Martín,9.906496041163113e-06
Universitat de València,9.906496041163113e-06
Forschungszentrum Jülich,9.906496041163113e-06
High Energy Accelerator Research Organization,9.906496041163113e-06
University of Louisville,9.906496041163113e-06
Stony Brook University,9.906496041163113e-06
European Organization for Nuclear Research,9.906496041163113e-06
Siberian Branch of the Russian Academy of Sciences,9.906496041163113e-06
Institut National de Physique Nucléaire et de Physique des Particules,9.906496041163113e-06
Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca",9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Sezione di Padova",9.906496041163113e-06
Instituto de Física Corpuscular,9.906496041163113e-06
Sapienza University of Rome,9.906496041163113e-06
University of Zurich,9.906496041163113e-06
Novosibirsk State University,9.906496041163113e-06
Syracuse University,9.906496041163113e-06
Tokyo Metropolitan University,9.906496041163113e-06
Heidelberg Institute for Theoretical Studies,9.906496041163113e-06
Institut des Hautes Études Scientifiques,9.906496041163113e-06
Michigan State University,9.906496041163113e-06
University of Oklahoma,9.906496041163113e-06
CEA LIST,9.906496041163113e-06
Jožef Stefan Institute,9.906496041163113e-06
Thomas Jefferson National Accelerator Facility,9.906496041163113e-06
Brookhaven National Laboratory,9.906496041163113e-06
University of Colorado Boulder,9.906496041163113e-06
University of Basel,9.906496041163113e-06
Royal Holloway University of London,9.906496041163113e-06
National Institute for Subatomic Physics,9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Sezione di Roma I",9.906496041163113e-06
Budker Institute of Nuclear Physics,9.906496041163113e-06
Kurchatov Institute,9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali del Gran Sasso",9.906496041163113e-06
Deutsches Elektronen-Synchrotron DESY,9.906496041163113e-06
International Center for Advanced Studies,9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Frascati",9.906496041163113e-06
Stefan Meyer Institute for Subatomic Physics,9.906496041163113e-06
"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",9.906496041163113e-06
University of Bonn,9.906496041163113e-06
State University of New York,9.906496041163113e-06
Tufts University,9.906496041163113e-06
Obayashi (Japan),9.906496041163113e-06
University of Rome Tor Vergata,9.906496041163113e-06
Florida State University,9.906496041163113e-06
"Rutgers, The State University of New Jersey",9.906496041163113e-06
Kettering University,9.875060611182315e-06
Smilow Cancer Hospital,8.419882345202755e-06
Cancer Research Center,8.12782080109436e-06
National Marrow Donor Program,6.687439852528028e-06
Duke Medical Center,6.687439852528028e-06
The Barbara Ann Karmanos Cancer Institute,6.687439852528028e-06
Medical University of South Carolina,6.687439852528028e-06
SUNY Upstate Medical University,6.687439852528028e-06
Cape Cod Hospital,6.687439852528028e-06
Eastern Maine Medical Center,6.687439852528028e-06
Atrium Health Wake Forest Baptist,6.687439852528028e-06
UPMC Hillman Cancer Center,6.687439852528028e-06
University of Pittsburgh Medical Center,6.687439852528028e-06
Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,5.057377428700499e-06
Mackay Base Hospital,3.2950264348340583e-06
Manchester Academic Health Science Centre,3.2950264348340583e-06
Tel Aviv Sourasky Medical Center,3.2950264348340583e-06
La Trobe University,3.2950264348340583e-06
British Geriatrics Society,3.2950264348340583e-06
McGill University Health Centre,3.2950264348340583e-06
Vancouver Coastal Health Research Institute,3.2950264348340583e-06
Jacobs (United States),3.2950264348340583e-06
Albert Einstein College of Medicine,3.2950264348340583e-06
St. Michael's Hospital,3.2950264348340583e-06
St. James's Hospital,3.2950264348340583e-06
VA Greater Los Angeles Healthcare System,3.2950264348340583e-06
Universidade Cidade de São Paulo,3.2950264348340583e-06
VA Western New York Healthcare System,3.2950264348340583e-06
Manchester University NHS Foundation Trust,3.2950264348340583e-06
Hospital Italiano de Buenos Aires,3.2950264348340583e-06
Institute for Musculoskeletal Health,3.2950264348340583e-06
National Center for Chronic and Noncommunicable Disease Control and Prevention,3.2950264348340583e-06
Tecnológico de Monterrey,3.2950264348340583e-06
Hasselt University,3.2950264348340583e-06
Neuroscience Research Australia,3.2950264348340583e-06
"University at Buffalo, State University of New York",3.2950264348340583e-06
VA Ann Arbor Healthcare System,3.2950264348340583e-06
Parkwood Institute,3.2950264348340583e-06
Vancouver Coastal Health,3.2950264348340583e-06
Lawson Health Research Institute,3.2950264348340583e-06
Australian Institute for Musculoskeletal Science,3.2950264348340583e-06
Western Health,3.2950264348340583e-06
Sydney Local Health District,3.2950264348340583e-06
Women and Children’s Health Research Institute,3.2950264348340583e-06
Melbourne Health,3.2950264348340583e-06
GGD Amsterdam,3.2950264348340583e-06
Flinders University,3.2950264348340583e-06
Glasgow Caledonian University,3.2950264348340583e-06
Northern Sydney Local Health District,3.2950264348340583e-06
Hebrew SeniorLife,3.2950264348340583e-06
University of Kentucky,3.171635067543503e-06
Curtin University Sarawak,3.171635067543503e-06
North Eastern Regional Institute of Science and Technology,3.171635067543503e-06
University B.D.T College of Engineering,3.171635067543503e-06
Palo Alto Institute,2.9438583774933653e-06
Laboratoire d'Écologie Alpine,2.9438583774933653e-06
Ashoka Trust for Research in Ecology and the Environment,2.9438583774933653e-06
Water and Land Resource Centre,2.9438583774933653e-06
Institute of Geographic Sciences and Natural Resources Research,2.9438583774933653e-06
Arizona State University,2.9438583774933653e-06
Université Savoie Mont Blanc,2.9438583774933653e-06
National University of San Luis,2.9438583774933653e-06
Swiss Academy of Sciences,2.9438583774933653e-06
Instituto Multidisciplinario de Biología Vegetal,2.9438583774933653e-06
University of Twente,2.9438583774933653e-06
UCLouvain,2.9438583774933653e-06
BOKU University,2.9438583774933653e-06
Colorado State University,2.9438583774933653e-06
Université Grenoble Alpes,2.9438583774933653e-06
National Institute for Space Research,2.9438583774933653e-06
University of Waterloo,2.9438583774933653e-06
Azim Premji University,2.9438583774933653e-06
US Forest Service,2.9438583774933653e-06
Clark University,2.9438583774933653e-06
Indian Space Research Organisation,2.9438583774933653e-06
Ministry for the Environment,2.9438583774933653e-06
Ikerbasque,2.9438583774933653e-06
National University of Tucumán,2.9438583774933653e-06
Environmental Defense Fund,2.9438583774933653e-06
University of Hohenheim,2.9438583774933653e-06
Basque Centre for Climate Change,2.9438583774933653e-06
Hokkaido University,2.9438583774933653e-06
Indian Institute of Science Education and Research Pune,2.9438583774933653e-06
Fund for Scientific Research,2.9438583774933653e-06
Universidad Nacional de Córdoba,2.9438583774933653e-06
James Hutton Institute,2.9438583774933653e-06
UCLA Jonsson Comprehensive Cancer Center,2.7479403019181134e-06
UC Davis Comprehensive Cancer Center,2.7479403019181134e-06
Technological Institute for Superhard and Novel Carbon Materials,2.745723464448995e-06
Groupe de Physique des Matériaux,2.745723464448995e-06
University of Miskolc,2.745723464448995e-06
Kyushu Institute of Technology,2.745723464448995e-06
University of Münster,2.745723464448995e-06
Materials Science & Engineering,2.745723464448995e-06
"Czech Academy of Sciences, Institute of Physics of Materials",2.745723464448995e-06
Laboratoire d'Étude des Microstructures et de Mécanique des Matériaux,2.745723464448995e-06
Erich Schmid Institute of Materials Science,2.745723464448995e-06
Donetsk Institute for Physics and Engineering named after O.O. Galkin,2.745723464448995e-06
Ibaraki University,2.745723464448995e-06
Toyota Central Research and Development Laboratories (Japan),2.745723464448995e-06
Université du Québec à Trois-Rivières,2.745723464448995e-06
Université de Rouen Normandie,2.745723464448995e-06
M.N. Mikheev Institute of Metal Physics,2.745723464448995e-06
Institute of Solid State Physics,2.745723464448995e-06
Ames National Laboratory,2.745723464448995e-06
Cracow University of Technology,2.745723464448995e-06
Universidade Federal de São Carlos,2.745723464448995e-06
Montanuniversität Leoben,2.745723464448995e-06
Nagoya Institute of Technology,2.745723464448995e-06
Kyushu Sangyo University,2.745723464448995e-06
Saga University,2.745723464448995e-06
Iowa State University,2.745723464448995e-06
Karadeniz Technical University,2.745723464448995e-06
National Academy of Sciences of Ukraine,2.745723464448995e-06
Doshisha University,2.745723464448995e-06
Université de Lorraine,2.745723464448995e-06
Institut National des Sciences Appliquées Rouen Normandie,2.745723464448995e-06
Ufa State Aviation Technical University,2.745723464448995e-06
Universidade Federal de Minas Gerais,2.745723464448995e-06
Kunming University of Science and Technology,2.745723464448995e-06
Eötvös Loránd University,2.745723464448995e-06
Karlsruhe Institute of Technology,2.745723464448995e-06
University of Connecticut,2.717390963976264e-06
Rutgers Cancer Institute of New Jersey,2.717390963976264e-06
Pacific Biosciences (United States),2.717390963976264e-06
National Center for Biotechnology Information,2.717390963976264e-06
Institute for Systems Biology,2.717390963976264e-06
Max Planck Institute of Molecular Cell Biology and Genetics,2.717390963976264e-06
Sirius University of Science and Technology,2.717390963976264e-06
Cancer Institute of Florida,2.717390963976264e-06
Vavilov Institute of General Genetics,2.717390963976264e-06
Cancer Genetics (United States),2.717390963976264e-06
Rockefeller University,2.717390963976264e-06
Lomonosov Moscow State University,2.717390963976264e-06
Stowers Institute for Medical Research,2.717390963976264e-06
Russian Academy of Sciences,2.717390963976264e-06
Seattle Children's Hospital,2.717390963976264e-06
James S. McDonnell Foundation,2.717390963976264e-06
National Institute of Standards and Technology,2.717390963976264e-06
DNAnexus (United States),2.717390963976264e-06
Chan Zuckerberg Initiative (United States),2.717390963976264e-06
University of Massachusetts Chan Medical School,2.717390963976264e-06
University of Kansas,2.717390963976264e-06
Howard Hughes Medical Institute,2.717390963976264e-06
Seattle Cancer Care Alliance,2.3046900494932132e-06
Kinderkrankenhaus auf der Bult,2.0598614808887425e-06
Velocity Clinical Research (United States),2.0598614808887425e-06
MultiMedica,2.0598614808887425e-06
Hospital Nossa Senhora das Graças,2.0598614808887425e-06
Stanford Medicine,2.0598614808887425e-06
National Institute of Diabetes and Digestive and Kidney Diseases,2.0598614808887425e-06
Grady Health System,2.0598614808887425e-06
Diabetes Care & Hormone Clinic,2.0598614808887425e-06
Park Nicollet Clinic,2.0598614808887425e-06
Jikei University School of Medicine,2.0598614808887425e-06
University of Pisa,2.0598614808887425e-06
Close Concerns (United States),2.0598614808887425e-06
Joslin Diabetes Center,2.0598614808887425e-06
American Diabetes Association,2.0598614808887425e-06
Jaeb Center for Health Research,2.0598614808887425e-06
Jewish General Hospital,2.0598614808887425e-06
Instituto de Salud Carlos III,2.0598614808887425e-06
Ljubljana University Medical Centre,2.0598614808887425e-06
Schneider Children's Medical Center,2.0598614808887425e-06
Breakthrough T1D,2.0598614808887425e-06
Friedrich-Loeffler-Institut,2.054027264325844e-06
"Maladies Infectieuses et Vecteurs: Écologie, Génétique, Évolution et Contrôle",2.054027264325844e-06
Chinese Center For Disease Control and Prevention,2.054027264325844e-06
Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing,2.054027264325844e-06
ARK Foundation,2.054027264325844e-06
Ministry of Public Health,2.054027264325844e-06
Université Kofi Annan de Guinée,2.054027264325844e-06
International Development Research Centre,2.054027264325844e-06
Chatham House,2.054027264325844e-06
Ministerio de Salud,2.054027264325844e-06
University of La Salle,2.054027264325844e-06
Kasetsart University,2.054027264325844e-06
Indian Institute of Technology Kanpur,2.054027264325844e-06
Mississippi State University,2.054027264325844e-06
Massey University,2.054027264325844e-06
Erasmus University Rotterdam,2.054027264325844e-06
Janssen (Belgium),1.5534303650669933e-06
National Institute for Health Research,1.5534303650669933e-06
Karolinska University Hospital,1.5534303650669933e-06
University College London Hospitals NHS Foundation Trust,1.5534303650669933e-06
Spanish National Cancer Research Centre,1.5534303650669933e-06
Institute of Cancer Research,1.5534303650669933e-06
Janssen (United States),1.5534303650669933e-06
Navarre Institute of Health Research,1.5534303650669933e-06
Centro de Investigación del Cáncer,1.5534303650669933e-06
Janssen (Switzerland),1.5534303650669933e-06
Instituto de Investigación Biomédica de Salamanca,1.5534303650669933e-06
Centre Hospitalier Universitaire de Tours,1.5534303650669933e-06
Institut Català d'Oncologia,1.5534303650669933e-06
Centro de Investigación Biomédica en Red de Cáncer,1.5534303650669933e-06
Biomedical Research Institute,1.5534303650669933e-06
City Of Hope National Medical Center,1.498662546210001e-06
University of Wisconsin Carbone Cancer Center,1.498662546210001e-06
University Hospitals Seidman Cancer Center,1.498662546210001e-06
Jewish Hospital,1.498662546210001e-06
Duke Cancer Institute,1.498662546210001e-06
National Comprehensive Cancer Network,1.498662546210001e-06
Barnes-Jewish Hospital,1.498662546210001e-06
O'Neal Comprehensive Cancer Center,1.498662546210001e-06
Fred and Pamela Buffett Cancer Center,1.498662546210001e-06
The Ohio State University Comprehensive Cancer Center – Arthur G. James Cancer Hospital and Richard J. Solove Research Institute,1.498662546210001e-06
University of Colorado Cancer Center,1.498662546210001e-06
Stanford Cancer Institute,1.498662546210001e-06
Robert H. Lurie Comprehensive Cancer Center of Northwestern University,1.498662546210001e-06
Sidney Kimmel Comprehensive Cancer Center,1.498662546210001e-06
Moores Cancer Center,1.498662546210001e-06
Huntsman Cancer Institute,1.498662546210001e-06
Hospital Universitario La Paz,1.477546338284098e-06
New York Hospital Queens,1.477546338284098e-06
Cedars-Sinai Smidt Heart Institute,1.477546338284098e-06
Azienda USL di Bologna,1.477546338284098e-06
Sooriya Hospital,1.477546338284098e-06
Long Island University,1.477546338284098e-06
Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,1.477546338284098e-06
Incheon Medical Center,1.477546338284098e-06
Keimyung University,1.477546338284098e-06
University of Insubria,1.477546338284098e-06
West Virginia University Hospitals,1.477546338284098e-06
Harefield Hospital,1.477546338284098e-06
Ruhr University Bochum,1.477546338284098e-06
Stollery Children's Hospital,1.477546338284098e-06
Children's Hospital Colorado,1.477546338284098e-06
St Vincent's Hospital,1.477546338284098e-06
Corewell Health Blodgett Hospital,1.477546338284098e-06
University Hospitals Birmingham NHS Foundation Trust,1.477546338284098e-06
NewYork–Presbyterian Hospital,1.477546338284098e-06
Heart and Diabetes Center North Rhine-Westphalia,1.477546338284098e-06
Sheba Medical Center,1.477546338284098e-06
California Pacific Medical Center,1.477546338284098e-06
University Hospital of Bern,1.4176943965598714e-06
Royal Marsden NHS Foundation Trust,1.4176943965598714e-06
Vienna General Hospital,1.4176943965598714e-06
Azienda Ospedaliero-Universitaria Careggi,1.4176943965598714e-06
Royal North Shore Hospital,1.4176943965598714e-06
Infectious Diseases Institute,1.4154102236575694e-06
Oxford University Hospitals NHS Trust,1.4154102236575694e-06
Magna Graecia University,1.4154102236575694e-06
Maharaja Sayajirao University of Baroda,1.4154102236575694e-06
BRAC University,1.4154102236575694e-06
Alexandria University,1.4154102236575694e-06
Istituto Superiore di Sanità,1.4154102236575694e-06
Sri Venkateswara Veterinary University,1.4154102236575694e-06
Université Toulouse III - Paul Sabatier,1.4154102236575694e-06
Sumy State University,1.4154102236575694e-06
Lebanese University,1.4154102236575694e-06
World Health Organization - Zimbabwe,1.3440759542107606e-06
National Cancer Institute of Sri Lanka,1.3440759542107606e-06
Uganda Cancer Institute,1.3440759542107606e-06
B.P. Koirala Memorial Cancer Hospital,1.3440759542107606e-06
Hacettepe University,1.3440759542107606e-06
AC Camargo Hospital,1.3440759542107606e-06
Princess Margaret Cancer Centre,1.3440759542107606e-06
Korle Bu Teaching Hospital,1.3440759542107606e-06
University of Oradea,1.192316921723864e-06
Bangabandhu Sheikh Mujibur Rahman Science and Technology University,1.192316921723864e-06
Misr University for Science and Technology,1.192316921723864e-06
The Christie NHS Foundation Trust,1.1293174446167174e-06
Akita University Hospital,1.1293174446167174e-06
Centre Oscar Lambret,1.1293174446167174e-06
Keio University,1.1293174446167174e-06
Sun Yat-sen University,1.1293174446167174e-06
CRUK Lung Cancer Centre of Excellence,1.1293174446167174e-06
Institut de Recherche en Cancérologie de Montpellier,1.1293174446167174e-06
Centrum Onkologii,1.1293174446167174e-06
I-Shou University,1.1293174446167174e-06
Kanagawa Cancer Center,1.1293174446167174e-06
Toranomon Hospital,1.1293174446167174e-06
E-Da Hospital,1.1293174446167174e-06
National Cancer Center,1.1293174446167174e-06
Instituto do Câncer do Estado de São Paulo,1.1293174446167174e-06
"The First Affiliated Hospital, Sun Yat-sen University",1.1293174446167174e-06
Zhongshan Hospital,1.1293174446167174e-06
Hospital Provincial de Rosario,1.1293174446167174e-06
Sutton Hospital,1.1293174446167174e-06
Bristol-Myers Squibb (United States),1.1293174446167174e-06
Chinese PLA General Hospital,1.1293174446167174e-06
Kanagawa Prefectural Hospital Organization,1.1293174446167174e-06
National Institute of Infectious Diseases,1.082418185359937e-06
Cambridge University Hospitals NHS Foundation Trust,1.082418185359937e-06
MRC Laboratory of Molecular Biology,1.082418185359937e-06
University of Miyazaki,1.082418185359937e-06
National Institute of Genetics,1.082418185359937e-06
Addenbrooke's Hospital,1.082418185359937e-06
Saiseikai Utsunomiya hospital,1.082418185359937e-06
International Islamic University Chittagong,1.0635172542536935e-06
University of Mumbai,1.0635172542536935e-06
"University of Chemistry and Technology, Prague",1.0510052865565914e-06
Moorfields Eye Hospital,1.048892296378411e-06
Sankara Nethralaya,1.048892296378411e-06
Sinai Hospital,1.048892296378411e-06
Tata Medical Center,1.0121366305050884e-06
North Florida/South Georgia Veterans Health System,1.0121366305050884e-06
Centro Universitário de João Pessoa,1.0121366305050884e-06
Zentrum für Pathologie und Zytodiagnostik,1.0121366305050884e-06
Hexcel (United States),1.0121366305050884e-06
Preferred Networks (Japan),1.0121366305050884e-06
Beihang University,1.0121366305050884e-06
University of Otago,1.0121366305050884e-06
Centre Hospitalier de Mulhouse,1.0121366305050884e-06
Southeast University,1.0121366305050884e-06
Hospital San Juan de Dios,1.0121366305050884e-06
The Netherlands Cancer Institute,1.0121366305050884e-06
Computational Diagnostics (United States),1.0121366305050884e-06
Groupe Hospitalier de la Région de Mulhouse et Sud Alsace,1.0121366305050884e-06
Instituto do Sono,1.0121366305050884e-06
NEC (Japan),1.0121366305050884e-06
Tufts Medical Center,1.0121366305050884e-06
Toshiba (Japan),1.0121366305050884e-06
University Health Network,1.0121366305050884e-06
Thales (Netherlands),1.0121366305050884e-06
Comcast (United States),1.0121366305050884e-06
Universidade Presbiteriana Mackenzie,1.0121366305050884e-06
Janelia Research Campus,1.0121366305050884e-06
Aichi Medical University,1.0121366305050884e-06
Elekta (Switzerland),1.0121366305050884e-06
United Institute of Informatics Problems,1.0121366305050884e-06
Japan Broadcasting Corporation (Japan),1.0121366305050884e-06
Research Organization for Information Science and Technology,1.0121366305050884e-06
Instituto de Ensino e Pesquisa Santa Casa,1.0121366305050884e-06
Numerica Corporation (United States),1.0121366305050884e-06
Linköping University,1.0121366305050884e-06
Tampere University,1.0121366305050884e-06
Breast Cancer Research Foundation,1.0099253940872491e-06
Vanderbilt-Ingram Cancer Center,1.0099253940872491e-06
Susan Thompson Buffett Foundation,1.0099253940872491e-06
